에피소드=1,아파트수=276, 병원수=242, 기지국수=247, ITS수=275, 수용 가능 인원=54900, 인구수=54582.0, 누적자본=283904306.0, 누적 만족도=80.0, 누적보상=-2678.0
에피소드=152,아파트수=269, 병원수=255, 기지국수=270, ITS수=246, 수용 가능 인원=53800, 인구수=53743.0, 누적자본=284803161.0, 누적 만족도=100, 누적보상=6589.0
에피소드=153,아파트수=264, 병원수=250, 기지국수=265, ITS수=261, 수용 가능 인원=52800, 인구수=52630.0, 누적자본=266472159.0, 누적 만족도=100, 누적보상=988.0
에피소드=154,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-64.0, 누적 만족도=100, 누적보상=60.0
에피소드=155,아파트수=253, 병원수=265, 기지국수=261, ITS수=261, 수용 가능 인원=50600, 인구수=50356.0, 누적자본=241860396.0, 누적 만족도=100, 누적보상=12317.0
에피소드=156,아파트수=249, 병원수=258, 기지국수=276, ITS수=257, 수용 가능 인원=49800, 인구수=49453.0, 누적자본=241138064.0, 누적 만족도=100, 누적보상=12310.0
에피소드=157,아파트수=270, 병원수=248, 기지국수=277, ITS수=245, 수용 가능 인원=54000, 인구수=53790.0, 누적자본=280847853.0, 누적 만족도=100, 누적보상=11990.0
에피소드=158,아파트수=267, 병원수=255, 기지국수=245, ITS수=273, 수용 가능 인원=53300, 인구수=53015.0, 누적자본=273543831.0, 누적 만족도=84.0, 누적보상=-9803.0
에피소드=159,아파트수=0, 병원수=1, 기지국수=3, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-11.0, 누적 만족도=100, 누적보상=100.0
에피소드=160,아파트수=283, 병원수=242, 기지국수=260, ITS수=255, 수용 가능 인원=56300, 인구수=56013.0, 누적자본=274918141.0, 누적 만족도=85.0, 누적보상=5381.0
에피소드=161,아파트수=294, 병원수=256, 기지국수=240, ITS수=250, 수용 가능 인원=58700, 인구수=58388.0, 누적자본=306001413.0, 누적 만족도=57.0, 누적보상=-35314.0
에피소드=162,아파트수=263, 병원수=245, 기지국수=256, ITS수=276, 수용 가능 인원=52500, 인구수=52001.0, 누적자본=275404220.0, 누적 만족도=98.0, 누적보상=5995.0
에피소드=163,아파트수=250, 병원수=275, 기지국수=253, ITS수=262, 수용 가능 인원=50000, 인구수=49692.0, 누적자본=250308488.0, 누적 만족도=100, 누적보상=5841.0
에피소드=164,아파트수=260, 병원수=299, 기지국수=243, ITS수=238, 수용 가능 인원=52000, 인구수=51670.0, 누적자본=268394398.0, 누적 만족도=88.0, 누적보상=4314.0
에피소드=165,아파트수=281, 병원수=253, 기지국수=245, ITS수=261, 수용 가능 인원=56100, 인구수=55769.0, 누적자본=276358476.0, 누적 만족도=73.0, 누적보상=3511.0
에피소드=166,아파트수=0, 병원수=2, 기지국수=1, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-82.0, 누적 만족도=100, 누적보상=-20.0
에피소드=167,아파트수=260, 병원수=274, 기지국수=252, ITS수=254, 수용 가능 인원=51900, 인구수=51638.0, 누적자본=254322838.0, 누적 만족도=96.0, 누적보상=11905.0
에피소드=168,아파트수=278, 병원수=238, 기지국수=285, ITS수=239, 수용 가능 인원=55300, 인구수=54975.0, 누적자본=275057674.0, 누적 만족도=100, 누적보상=12379.0
에피소드=169,아파트수=273, 병원수=245, 기지국수=273, ITS수=249, 수용 가능 인원=54600, 인구수=54311.0, 누적자본=284763567.0, 누적 만족도=100, 누적보상=-5101.0
에피소드=170,아파트수=237, 병원수=268, 기지국수=274, ITS수=261, 수용 가능 인원=47100, 인구수=46839.0, 누적자본=233442932.0, 누적 만족도=100, 누적보상=12083.0
에피소드=171,아파트수=249, 병원수=262, 기지국수=257, ITS수=272, 수용 가능 인원=49700, 인구수=49608.0, 누적자본=248248612.0, 누적 만족도=100, 누적보상=12375.0
에피소드=172,아파트수=224, 병원수=259, 기지국수=271, ITS수=286, 수용 가능 인원=44800, 인구수=44662.0, 누적자본=233643440.0, 누적 만족도=100, 누적보상=12164.0
에피소드=173,아파트수=259, 병원수=260, 기지국수=259, ITS수=262, 수용 가능 인원=51800, 인구수=51425.0, 누적자본=269266055.0, 누적 만족도=100, 누적보상=5106.0
에피소드=174,아파트수=229, 병원수=272, 기지국수=283, ITS수=256, 수용 가능 인원=45700, 인구수=45618.0, 누적자본=214621212.0, 누적 만족도=100, 누적보상=12042.0
에피소드=175,아파트수=0, 병원수=0, 기지국수=3, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=11.0, 누적 만족도=100, 누적보상=20.0
에피소드=176,아파트수=238, 병원수=254, 기지국수=272, ITS수=276, 수용 가능 인원=47500, 인구수=47233.0, 누적자본=234215715.0, 누적 만족도=100, 누적보상=12208.0
에피소드=177,아파트수=0, 병원수=1, 기지국수=3, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-68.0, 누적 만족도=100, 누적보상=60.0
에피소드=178,아파트수=276, 병원수=225, 기지국수=277, ITS수=262, 수용 가능 인원=54400, 인구수=54241.0, 누적자본=277723002.0, 누적 만족도=100, 누적보상=11940.0
에피소드=179,아파트수=276, 병원수=243, 기지국수=274, ITS수=247, 수용 가능 인원=55100, 인구수=54831.0, 누적자본=266328783.0, 누적 만족도=100, 누적보상=11424.0
에피소드=180,아파트수=243, 병원수=254, 기지국수=279, ITS수=264, 수용 가능 인원=48600, 인구수=48322.0, 누적자본=257822104.0, 누적 만족도=100, 누적보상=12424.0
에피소드=181,아파트수=273, 병원수=233, 기지국수=260, ITS수=274, 수용 가능 인원=54600, 인구수=54495.0, 누적자본=279969069.0, 누적 만족도=91.0, 누적보상=-4064.0
에피소드=182,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-77.0, 누적 만족도=100, 누적보상=100.0
에피소드=183,아파트수=256, 병원수=260, 기지국수=275, ITS수=249, 수용 가능 인원=51100, 인구수=50796.0, 누적자본=257365744.0, 누적 만족도=100, 누적보상=10963.0
에피소드=184,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-69.0, 누적 만족도=100, 누적보상=100.0
에피소드=185,아파트수=0, 병원수=4, 기지국수=0, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-164.0, 누적 만족도=60, 누적보상=-300.0
에피소드=186,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-89.0, 누적 만족도=100, 누적보상=100.0
에피소드=187,아파트수=287, 병원수=255, 기지국수=255, ITS수=243, 수용 가능 인원=56700, 인구수=56512.0, 누적자본=293441208.0, 누적 만족도=79.0, 누적보상=-16158.0
에피소드=188,아파트수=251, 병원수=271, 기지국수=253, ITS수=265, 수용 가능 인원=50200, 인구수=49797.0, 누적자본=259636134.0, 누적 만족도=100, 누적보상=-3814.0
에피소드=189,아파트수=264, 병원수=255, 기지국수=243, ITS수=278, 수용 가능 인원=52100, 인구수=51849.0, 누적자본=270133898.0, 누적 만족도=87.0, 누적보상=1188.0
에피소드=190,아파트수=280, 병원수=240, 기지국수=267, ITS수=253, 수용 가능 인원=56000, 인구수=55687.0, 누적자본=290046217.0, 누적 만족도=92.0, 누적보상=4321.0
에피소드=191,아파트수=260, 병원수=262, 기지국수=258, ITS수=260, 수용 가능 인원=51900, 인구수=51600.0, 누적자본=270242413.0, 누적 만족도=100, 누적보상=9688.0
에피소드=192,아파트수=250, 병원수=278, 기지국수=257, ITS수=255, 수용 가능 인원=50000, 인구수=49598.0, 누적자본=262564705.0, 누적 만족도=100, 누적보상=2027.0
에피소드=193,아파트수=256, 병원수=262, 기지국수=269, ITS수=253, 수용 가능 인원=50900, 인구수=50471.0, 누적자본=251148519.0, 누적 만족도=100, 누적보상=11084.0
에피소드=194,아파트수=244, 병원수=257, 기지국수=273, ITS수=266, 수용 가능 인원=48800, 인구수=48567.0, 누적자본=261055916.0, 누적 만족도=100, 누적보상=12473.0
에피소드=195,아파트수=0, 병원수=1, 기지국수=2, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-16.0, 누적 만족도=100, 누적보상=100.0
에피소드=196,아파트수=254, 병원수=248, 기지국수=269, ITS수=269, 수용 가능 인원=50500, 인구수=50238.0, 누적자본=262365592.0, 누적 만족도=100, 누적보상=12384.0
에피소드=197,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-70.0, 누적 만족도=100, 누적보상=60.0
에피소드=198,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-43.0, 누적 만족도=100, 누적보상=100.0
에피소드=199,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-52.0, 누적 만족도=100, 누적보상=60.0
에피소드=200,아파트수=270, 병원수=253, 기지국수=265, ITS수=252, 수용 가능 인원=53900, 인구수=53517.0, 누적자본=274699502.0, 누적 만족도=99.0, 누적보상=12102.0
에피소드=201,아파트수=264, 병원수=261, 기지국수=273, ITS수=242, 수용 가능 인원=52800, 인구수=52437.0, 누적자본=262217847.0, 누적 만족도=100, 누적보상=12377.0
에피소드=202,아파트수=257, 병원수=249, 기지국수=270, ITS수=264, 수용 가능 인원=51300, 인구수=50967.0, 누적자본=263033365.0, 누적 만족도=100, 누적보상=9800.0
에피소드=203,아파트수=0, 병원수=3, 기지국수=1, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-113.0, 누적 만족도=100, 누적보상=60.0
에피소드=204,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-36.0, 누적 만족도=100, 누적보상=100.0
에피소드=205,아파트수=242, 병원수=262, 기지국수=285, ITS수=251, 수용 가능 인원=48400, 인구수=48108.0, 누적자본=246286964.0, 누적 만족도=100, 누적보상=12299.0
에피소드=206,아파트수=283, 병원수=239, 기지국수=277, ITS수=241, 수용 가능 인원=56100, 인구수=55596.0, 누적자본=276918075.0, 누적 만족도=100.0, 누적보상=12351.0
에피소드=207,아파트수=275, 병원수=237, 기지국수=300, ITS수=228, 수용 가능 인원=55000, 인구수=54625.0, 누적자본=271569865.0, 누적 만족도=100, 누적보상=10734.0
에피소드=208,아파트수=0, 병원수=2, 기지국수=1, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-80.0, 누적 만족도=100, 누적보상=-100.0
에피소드=209,아파트수=249, 병원수=287, 기지국수=257, ITS수=247, 수용 가능 인원=49800, 인구수=49399.0, 누적자본=246652060.0, 누적 만족도=100, 누적보상=12395.0
