에피소드=1,아파트수=273, 병원수=255, 기지국수=271, ITS수=241, 수용 가능 인원=54300, 인구수=53997.0, 누적자본=272518172.0, 누적 만족도=100, 누적보상=9003.0
에피소드=152,아파트수=0, 병원수=3, 기지국수=0, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-74.0, 누적 만족도=60, 누적보상=-300.0
에피소드=153,아파트수=244, 병원수=245, 기지국수=286, ITS수=265, 수용 가능 인원=48500, 인구수=48277.0, 누적자본=250096658.0, 누적 만족도=100, 누적보상=10127.0
에피소드=154,아파트수=260, 병원수=254, 기지국수=271, ITS수=255, 수용 가능 인원=52000, 인구수=51832.0, 누적자본=255530870.0, 누적 만족도=100, 누적보상=11899.0
에피소드=155,아파트수=0, 병원수=3, 기지국수=0, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-115.0, 누적 만족도=60, 누적보상=-300.0
에피소드=156,아파트수=242, 병원수=278, 기지국수=248, ITS수=272, 수용 가능 인원=48300, 인구수=48176.0, 누적자본=251255136.0, 누적 만족도=100, 누적보상=9263.0
에피소드=157,아파트수=0, 병원수=1, 기지국수=2, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-33.0, 누적 만족도=100, 누적보상=20.0
에피소드=158,아파트수=251, 병원수=267, 기지국수=266, ITS수=256, 수용 가능 인원=50200, 인구수=50033.0, 누적자본=262451843.0, 누적 만족도=100, 누적보상=458.0
에피소드=159,아파트수=262, 병원수=252, 기지국수=278, ITS수=248, 수용 가능 인원=52000, 인구수=51706.0, 누적자본=270858414.0, 누적 만족도=100, 누적보상=10851.0
에피소드=160,아파트수=247, 병원수=268, 기지국수=264, ITS수=261, 수용 가능 인원=48700, 인구수=48551.0, 누적자본=262065663.0, 누적 만족도=100, 누적보상=4225.0
에피소드=161,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-62.0, 누적 만족도=100, 누적보상=100.0
에피소드=162,아파트수=264, 병원수=258, 기지국수=289, ITS수=229, 수용 가능 인원=52500, 인구수=52173.0, 누적자본=288114514.0, 누적 만족도=100, 누적보상=-17864.0
에피소드=163,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-55.0, 누적 만족도=100, 누적보상=100.0
에피소드=164,아파트수=272, 병원수=230, 기지국수=277, ITS수=261, 수용 가능 인원=54200, 인구수=53859.0, 누적자본=276959289.0, 누적 만족도=100, 누적보상=7830.0
에피소드=165,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-64.0, 누적 만족도=100, 누적보상=60.0
에피소드=166,아파트수=269, 병원수=261, 기지국수=261, ITS수=249, 수용 가능 인원=52200, 인구수=51941.0, 누적자본=267952857.0, 누적 만족도=100, 누적보상=9447.0
에피소드=167,아파트수=0, 병원수=2, 기지국수=0, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-30.0, 누적 만족도=60, 누적보상=-300.0
에피소드=168,아파트수=257, 병원수=257, 기지국수=277, ITS수=249, 수용 가능 인원=51300, 인구수=51133.0, 누적자본=262923833.0, 누적 만족도=100, 누적보상=10420.0
에피소드=169,아파트수=260, 병원수=264, 기지국수=255, ITS수=261, 수용 가능 인원=51600, 인구수=51302.0, 누적자본=269393445.0, 누적 만족도=100.0, 누적보상=-1485.0
에피소드=170,아파트수=0, 병원수=1, 기지국수=2, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-30.0, 누적 만족도=100, 누적보상=100.0
에피소드=171,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-77.0, 누적 만족도=100, 누적보상=100.0
에피소드=172,아파트수=271, 병원수=255, 기지국수=264, ITS수=250, 수용 가능 인원=54100, 인구수=53890.0, 누적자본=270975633.0, 누적 만족도=97.0, 누적보상=436.0
에피소드=173,아파트수=0, 병원수=1, 기지국수=2, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-48.0, 누적 만족도=100, 누적보상=-20.0
에피소드=174,아파트수=269, 병원수=259, 기지국수=251, ITS수=261, 수용 가능 인원=53600, 인구수=53362.0, 누적자본=266860530.0, 누적 만족도=88.0, 누적보상=5052.0
에피소드=175,아파트수=278, 병원수=262, 기지국수=259, ITS수=241, 수용 가능 인원=54900, 인구수=54687.0, 누적자본=279506768.0, 누적 만족도=89.0, 누적보상=-14511.0
에피소드=176,아파트수=269, 병원수=259, 기지국수=257, ITS수=255, 수용 가능 인원=53800, 인구수=53521.0, 누적자본=266866023.0, 누적 만족도=92.0, 누적보상=4754.0
에피소드=177,아파트수=259, 병원수=282, 기지국수=240, ITS수=259, 수용 가능 인원=51800, 인구수=51186.0, 누적자본=255977344.0, 누적 만족도=88.0, 누적보상=8730.0
에피소드=178,아파트수=235, 병원수=262, 기지국수=284, ITS수=259, 수용 가능 인원=46900, 인구수=46406.0, 누적자본=226895335.0, 누적 만족도=100, 누적보상=11041.0
에피소드=179,아파트수=251, 병원수=252, 기지국수=280, ITS수=257, 수용 가능 인원=50200, 인구수=50065.0, 누적자본=269195619.0, 누적 만족도=100, 누적보상=5751.0
에피소드=180,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-34.0, 누적 만족도=100, 누적보상=60.0
에피소드=181,아파트수=251, 병원수=265, 기지국수=245, ITS수=279, 수용 가능 인원=49400, 인구수=49105.0, 누적자본=249649406.0, 누적 만족도=100.0, 누적보상=11740.0
에피소드=182,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-38.0, 누적 만족도=100, 누적보상=60.0
에피소드=183,아파트수=263, 병원수=268, 기지국수=241, ITS수=268, 수용 가능 인원=52600, 인구수=52447.0, 누적자본=274543352.0, 누적 만족도=83.0, 누적보상=-25187.0
에피소드=184,아파트수=301, 병원수=247, 기지국수=232, ITS수=260, 수용 가능 인원=59300, 인구수=58920.0, 누적자본=312800904.0, 누적 만족도=47.0, 누적보상=-58985.0
에피소드=185,아파트수=276, 병원수=249, 기지국수=252, ITS수=263, 수용 가능 인원=54700, 인구수=54412.0, 누적자본=281705531.0, 누적 만족도=85.0, 누적보상=3064.0
에피소드=186,아파트수=278, 병원수=255, 기지국수=233, ITS수=274, 수용 가능 인원=55500, 인구수=55266.0, 누적자본=277855248.0, 누적 만족도=63.0, 누적보상=-10755.0
에피소드=187,아파트수=265, 병원수=262, 기지국수=262, ITS수=251, 수용 가능 인원=53000, 인구수=52958.0, 누적자본=277733451.0, 누적 만족도=98.0, 누적보상=-439.0
에피소드=188,아파트수=275, 병원수=261, 기지국수=235, ITS수=269, 수용 가능 인원=55000, 인구수=54542.0, 누적자본=276532033.0, 누적 만족도=69.0, 누적보상=-2546.0
에피소드=189,아파트수=254, 병원수=260, 기지국수=259, ITS수=267, 수용 가능 인원=50300, 인구수=50093.0, 누적자본=259903491.0, 누적 만족도=100, 누적보상=5244.0
에피소드=190,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-62.0, 누적 만족도=100, 누적보상=20.0
에피소드=191,아파트수=275, 병원수=249, 기지국수=265, ITS수=251, 수용 가능 인원=54600, 인구수=54308.0, 누적자본=282596830.0, 누적 만족도=96.0, 누적보상=-18279.0
에피소드=192,아파트수=238, 병원수=265, 기지국수=265, ITS수=272, 수용 가능 인원=47600, 인구수=47432.0, 누적자본=241747957.0, 누적 만족도=100, 누적보상=12244.0
에피소드=193,아파트수=310, 병원수=243, 기지국수=258, ITS수=229, 수용 가능 인원=62000, 인구수=61599.0, 누적자본=318222045.0, 누적 만족도=62.0, 누적보상=-31912.0
에피소드=194,아파트수=267, 병원수=249, 기지국수=272, ITS수=252, 수용 가능 인원=52800, 인구수=52754.0, 누적자본=282403947.0, 누적 만족도=100, 누적보상=-30920.0
에피소드=195,아파트수=256, 병원수=295, 기지국수=251, ITS수=238, 수용 가능 인원=51200, 인구수=51009.0, 누적자본=267338128.0, 누적 만족도=97.0, 누적보상=-16267.0
에피소드=196,아파트수=267, 병원수=263, 기지국수=238, ITS수=272, 수용 가능 인원=52500, 인구수=52297.0, 누적자본=276946641.0, 누적 만족도=81.0, 누적보상=-4241.0
에피소드=197,아파트수=269, 병원수=263, 기지국수=258, ITS수=250, 수용 가능 인원=53400, 인구수=53058.0, 누적자본=273578693.0, 누적 만족도=95.0, 누적보상=417.0
에피소드=198,아파트수=285, 병원수=226, 기지국수=264, ITS수=265, 수용 가능 인원=55600, 인구수=55239.0, 누적자본=297180852.0, 누적 만족도=91.0, 누적보상=-9019.0
에피소드=199,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-96.0, 누적 만족도=100, 누적보상=100.0
에피소드=200,아파트수=283, 병원수=255, 기지국수=251, ITS수=251, 수용 가능 인원=56600, 인구수=56259.0, 누적자본=283093267.0, 누적 만족도=77.0, 누적보상=-30762.0
에피소드=201,아파트수=0, 병원수=4, 기지국수=0, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-164.0, 누적 만족도=60, 누적보상=-300.0
에피소드=202,아파트수=258, 병원수=253, 기지국수=264, ITS수=265, 수용 가능 인원=51300, 인구수=50734.0, 누적자본=269946551.0, 누적 만족도=100, 누적보상=4436.0
에피소드=203,아파트수=271, 병원수=254, 기지국수=238, ITS수=277, 수용 가능 인원=54100, 인구수=53578.0, 누적자본=268401857.0, 누적 만족도=76.0, 누적보상=-3022.0
에피소드=204,아파트수=267, 병원수=261, 기지국수=242, ITS수=270, 수용 가능 인원=52700, 인구수=52138.0, 누적자본=283697191.0, 누적 만족도=85.0, 누적보상=-25878.0
에피소드=205,아파트수=275, 병원수=242, 기지국수=266, ITS수=257, 수용 가능 인원=54800, 인구수=54582.0, 누적자본=280730813.0, 누적 만족도=95.0, 누적보상=-12675.0
에피소드=206,아파트수=259, 병원수=251, 기지국수=268, ITS수=262, 수용 가능 인원=51800, 인구수=51222.0, 누적자본=263104202.0, 누적 만족도=100, 누적보상=1858.0
에피소드=207,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-58.0, 누적 만족도=100, 누적보상=100.0
에피소드=208,아파트수=272, 병원수=264, 기지국수=245, ITS수=259, 수용 가능 인원=54300, 인구수=53960.0, 누적자본=283852904.0, 누적 만족도=80.0, 누적보상=-23432.0
에피소드=209,아파트수=261, 병원수=251, 기지국수=294, ITS수=234, 수용 가능 인원=51900, 인구수=51769.0, 누적자본=274995504.0, 누적 만족도=100, 누적보상=7556.0
에피소드=210,아파트수=266, 병원수=258, 기지국수=250, ITS수=266, 수용 가능 인원=52800, 인구수=52595.0, 누적자본=260258526.0, 누적 만족도=90.0, 누적보상=-3378.0
에피소드=211,아파트수=307, 병원수=245, 기지국수=251, ITS수=237, 수용 가능 인원=60600, 인구수=60429.0, 누적자본=314562540.0, 누적 만족도=60.0, 누적보상=-27168.0
에피소드=212,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-51.0, 누적 만족도=100, 누적보상=-60.0
에피소드=213,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-62.0, 누적 만족도=100, 누적보상=100.0
에피소드=214,아파트수=268, 병원수=262, 기지국수=251, ITS수=259, 수용 가능 인원=53300, 인구수=52811.0, 누적자본=258449162.0, 누적 만족도=90.0, 누적보상=9754.0
에피소드=215,아파트수=258, 병원수=244, 기지국수=271, ITS수=267, 수용 가능 인원=51600, 인구수=51401.0, 누적자본=257068733.0, 누적 만족도=100, 누적보상=5533.0
에피소드=216,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-81.0, 누적 만족도=100, 누적보상=100.0
에피소드=217,아파트수=308, 병원수=220, 기지국수=248, ITS수=264, 수용 가능 인원=61400, 인구수=60839.0, 누적자본=308812976.0, 누적 만족도=56.0, 누적보상=-20508.0
에피소드=218,아파트수=247, 병원수=270, 기지국수=266, ITS수=257, 수용 가능 인원=49300, 인구수=49130.0, 누적자본=240474789.0, 누적 만족도=100, 누적보상=12073.0
에피소드=219,아파트수=269, 병원수=227, 기지국수=280, ITS수=264, 수용 가능 인원=53200, 인구수=52956.0, 누적자본=262168019.0, 누적 만족도=100, 누적보상=-6404.0
에피소드=220,아파트수=230, 병원수=258, 기지국수=297, ITS수=255, 수용 가능 인원=46000, 인구수=45805.0, 누적자본=238493335.0, 누적 만족도=100, 누적보상=12082.0
에피소드=221,아파트수=284, 병원수=236, 기지국수=269, ITS수=251, 수용 가능 인원=56000, 인구수=55884.0, 누적자본=296392043.0, 누적 만족도=93.0, 누적보상=3485.0
에피소드=222,아파트수=277, 병원수=243, 기지국수=260, ITS수=260, 수용 가능 인원=55300, 인구수=54917.0, 누적자본=283265293.0, 누적 만족도=90.0, 누적보상=-16520.0
에피소드=223,아파트수=286, 병원수=265, 기지국수=257, ITS수=232, 수용 가능 인원=56500, 인구수=56128.0, 누적자본=268364191.0, 누적 만족도=82.0, 누적보상=7310.0
에피소드=224,아파트수=264, 병원수=269, 기지국수=270, ITS수=237, 수용 가능 인원=52500, 인구수=52091.0, 누적자본=269546839.0, 누적 만족도=100, 누적보상=12529.0
에피소드=225,아파트수=259, 병원수=244, 기지국수=262, ITS수=275, 수용 가능 인원=51800, 인구수=51436.0, 누적자본=273840020.0, 누적 만족도=100, 누적보상=-6497.0
에피소드=226,아파트수=281, 병원수=279, 기지국수=274, ITS수=206, 수용 가능 인원=56000, 인구수=55780.0, 누적자본=289779220.0, 누적 만족도=97.0, 누적보상=5687.0
에피소드=227,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-70.0, 누적 만족도=100, 누적보상=60.0
에피소드=228,아파트수=272, 병원수=260, 기지국수=266, ITS수=242, 수용 가능 인원=54400, 인구수=54167.0, 누적자본=275584229.0, 누적 만족도=97.0, 누적보상=-19569.0
에피소드=229,아파트수=250, 병원수=253, 기지국수=236, ITS수=301, 수용 가능 인원=50000, 인구수=49768.0, 누적자본=249620626.0, 누적 만족도=90.0, 누적보상=-3510.0
에피소드=230,아파트수=0, 병원수=4, 기지국수=0, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-164.0, 누적 만족도=60, 누적보상=-300.0
에피소드=231,아파트수=237, 병원수=249, 기지국수=256, ITS수=298, 수용 가능 인원=47200, 인구수=46958.0, 누적자본=249363676.0, 누적 만족도=100, 누적보상=-18901.0
에피소드=232,아파트수=272, 병원수=270, 기지국수=234, ITS수=264, 수용 가능 인원=54400, 인구수=54046.0, 누적자본=267496632.0, 누적 만족도=70.0, 누적보상=-31.0
에피소드=233,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-77.0, 누적 만족도=100, 누적보상=60.0
에피소드=234,아파트수=291, 병원수=237, 기지국수=256, ITS수=256, 수용 가능 인원=58000, 인구수=57963.0, 누적자본=290850977.0, 누적 만족도=74.0, 누적보상=-9031.0
에피소드=235,아파트수=235, 병원수=253, 기지국수=266, ITS수=286, 수용 가능 인원=46800, 인구수=46688.0, 누적자본=234930974.0, 누적 만족도=100, 누적보상=12292.0
에피소드=236,아파트수=251, 병원수=260, 기지국수=265, ITS수=264, 수용 가능 인원=50100, 인구수=49553.0, 누적자본=243917980.0, 누적 만족도=100, 누적보상=8164.0
에피소드=237,아파트수=0, 병원수=1, 기지국수=1, ITS수=4, 수용 가능 인원=0, 인구수=0.0, 누적자본=-5.0, 누적 만족도=100, 누적보상=-100.0
에피소드=238,아파트수=277, 병원수=233, 기지국수=269, ITS수=261, 수용 가능 인원=55300, 인구수=54770.0, 누적자본=272207536.0, 누적 만족도=97.0, 누적보상=10874.0
에피소드=239,아파트수=249, 병원수=276, 기지국수=278, ITS수=237, 수용 가능 인원=49800, 인구수=49449.0, 누적자본=258057033.0, 누적 만족도=100, 누적보상=4836.0
에피소드=240,아파트수=239, 병원수=259, 기지국수=269, ITS수=273, 수용 가능 인원=47800, 인구수=47346.0, 누적자본=233228151.0, 누적 만족도=100, 누적보상=12034.0
에피소드=241,아파트수=279, 병원수=256, 기지국수=254, ITS수=251, 수용 가능 인원=55700, 인구수=55467.0, 누적자본=277817144.0, 누적 만족도=82.0, 누적보상=10037.0
에피소드=242,아파트수=296, 병원수=234, 기지국수=268, ITS수=242, 수용 가능 인원=59200, 인구수=58971.0, 누적자본=314030222.0, 누적 만족도=81.0, 누적보상=-35157.0
에피소드=243,아파트수=248, 병원수=277, 기지국수=282, ITS수=233, 수용 가능 인원=49600, 인구수=49143.0, 누적자본=249088744.0, 누적 만족도=100, 누적보상=9508.0
에피소드=244,아파트수=0, 병원수=3, 기지국수=1, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-121.0, 누적 만족도=100, 누적보상=-20.0
에피소드=245,아파트수=261, 병원수=256, 기지국수=283, ITS수=240, 수용 가능 인원=50900, 인구수=50689.0, 누적자본=265916050.0, 누적 만족도=100, 누적보상=10760.0
에피소드=246,아파트수=0, 병원수=1, 기지국수=3, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-68.0, 누적 만족도=100, 누적보상=100.0
에피소드=247,아파트수=256, 병원수=237, 기지국수=286, ITS수=261, 수용 가능 인원=51200, 인구수=50796.0, 누적자본=260658756.0, 누적 만족도=100, 누적보상=12384.0
에피소드=248,아파트수=230, 병원수=262, 기지국수=282, ITS수=266, 수용 가능 인원=45800, 인구수=45717.0, 누적자본=234916382.0, 누적 만족도=100, 누적보상=12216.0
에피소드=249,아파트수=253, 병원수=241, 기지국수=290, ITS수=256, 수용 가능 인원=50600, 인구수=50015.0, 누적자본=237834447.0, 누적 만족도=100, 누적보상=12231.0
에피소드=250,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-50.0, 누적 만족도=100, 누적보상=100.0
에피소드=251,아파트수=0, 병원수=1, 기지국수=2, ITS수=4, 수용 가능 인원=0, 인구수=0.0, 누적자본=-50.0, 누적 만족도=100, 누적보상=100.0
에피소드=252,아파트수=268, 병원수=255, 기지국수=245, ITS수=272, 수용 가능 인원=53600, 인구수=53356.0, 누적자본=266532025.0, 누적 만족도=83.0, 누적보상=1906.0
에피소드=253,아파트수=0, 병원수=0, 기지국수=4, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-21.0, 누적 만족도=100, 누적보상=20.0
에피소드=254,아파트수=255, 병원수=258, 기지국수=249, ITS수=278, 수용 가능 인원=50700, 인구수=50454.0, 누적자본=268317256.0, 누적 만족도=98.0, 누적보상=-3045.0
에피소드=255,아파트수=276, 병원수=233, 기지국수=272, ITS수=259, 수용 가능 인원=55200, 인구수=55032.0, 누적자본=280420102.0, 누적 만족도=98.0, 누적보상=10100.0
에피소드=256,아파트수=246, 병원수=251, 기지국수=282, ITS수=261, 수용 가능 인원=49100, 인구수=48667.0, 누적자본=235443147.0, 누적 만족도=100, 누적보상=10820.0
에피소드=257,아파트수=269, 병원수=250, 기지국수=260, ITS수=261, 수용 가능 인원=53600, 인구수=53090.0, 누적자본=267112240.0, 누적 만족도=97.0, 누적보상=11364.0
에피소드=258,아파트수=262, 병원수=269, 기지국수=276, ITS수=233, 수용 가능 인원=52400, 인구수=52124.0, 누적자본=256845739.0, 누적 만족도=100, 누적보상=9004.0
에피소드=259,아파트수=249, 병원수=263, 기지국수=286, ITS수=242, 수용 가능 인원=49500, 인구수=49268.0, 누적자본=255029953.0, 누적 만족도=100, 누적보상=-7412.0
에피소드=260,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-92.0, 누적 만족도=100, 누적보상=60.0
에피소드=261,아파트수=260, 병원수=250, 기지국수=274, ITS수=256, 수용 가능 인원=51600, 인구수=51411.0, 누적자본=256032888.0, 누적 만족도=100, 누적보상=12433.0
에피소드=262,아파트수=247, 병원수=243, 기지국수=276, ITS수=274, 수용 가능 인원=49400, 인구수=49272.0, 누적자본=252808462.0, 누적 만족도=100, 누적보상=12382.0
에피소드=263,아파트수=257, 병원수=237, 기지국수=288, ITS수=258, 수용 가능 인원=51400, 인구수=51086.0, 누적자본=257711064.0, 누적 만족도=100, 누적보상=12525.0
에피소드=264,아파트수=272, 병원수=250, 기지국수=265, ITS수=253, 수용 가능 인원=54400, 인구수=53690.0, 누적자본=289689129.0, 누적 만족도=98.0, 누적보상=-34316.0
에피소드=265,아파트수=286, 병원수=253, 기지국수=226, ITS수=275, 수용 가능 인원=57200, 인구수=56962.0, 누적자본=296203902.0, 누적 만족도=49.0, 누적보상=-38288.0
에피소드=266,아파트수=251, 병원수=249, 기지국수=289, ITS수=251, 수용 가능 인원=50200, 인구수=49860.0, 누적자본=267042178.0, 누적 만족도=100, 누적보상=914.0
에피소드=267,아파트수=0, 병원수=0, 기지국수=3, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=6.0, 누적 만족도=100, 누적보상=60.0
에피소드=268,아파트수=264, 병원수=247, 기지국수=269, ITS수=260, 수용 가능 인원=52700, 인구수=52580.0, 누적자본=266536172.0, 누적 만족도=100, 누적보상=12466.0
에피소드=269,아파트수=255, 병원수=263, 기지국수=282, ITS수=240, 수용 가능 인원=51000, 인구수=50778.0, 누적자본=256831006.0, 누적 만족도=100, 누적보상=6711.0
에피소드=270,아파트수=253, 병원수=239, 기지국수=291, ITS수=257, 수용 가능 인원=50600, 인구수=50271.0, 누적자본=252443398.0, 누적 만족도=100, 누적보상=10777.0
에피소드=271,아파트수=258, 병원수=251, 기지국수=270, ITS수=261, 수용 가능 인원=51600, 인구수=51127.0, 누적자본=264190715.0, 누적 만족도=100, 누적보상=9652.0
에피소드=272,아파트수=240, 병원수=243, 기지국수=293, ITS수=264, 수용 가능 인원=47900, 인구수=47701.0, 누적자본=237559317.0, 누적 만족도=100, 누적보상=12337.0
에피소드=273,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-62.0, 누적 만족도=100, 누적보상=100.0
에피소드=274,아파트수=255, 병원수=265, 기지국수=251, ITS수=269, 수용 가능 인원=50900, 인구수=50854.0, 누적자본=247041306.0, 누적 만족도=98.0, 누적보상=8566.0
에피소드=275,아파트수=262, 병원수=253, 기지국수=275, ITS수=250, 수용 가능 인원=52200, 인구수=51845.0, 누적자본=257559439.0, 누적 만족도=100, 누적보상=7367.0
에피소드=276,아파트수=241, 병원수=231, 기지국수=274, ITS수=294, 수용 가능 인원=48200, 인구수=47808.0, 누적자본=241982044.0, 누적 만족도=100, 누적보상=10700.0
에피소드=277,아파트수=257, 병원수=276, 기지국수=232, ITS수=275, 수용 가능 인원=51400, 인구수=51270.0, 누적자본=271561395.0, 누적 만족도=80.0, 누적보상=-18087.0
에피소드=278,아파트수=257, 병원수=262, 기지국수=267, ITS수=254, 수용 가능 인원=51300, 인구수=51148.0, 누적자본=268861958.0, 누적 만족도=100, 누적보상=264.0
에피소드=279,아파트수=242, 병원수=267, 기지국수=258, ITS수=273, 수용 가능 인원=48400, 인구수=48242.0, 누적자본=255080845.0, 누적 만족도=100, 누적보상=5212.0
에피소드=280,아파트수=263, 병원수=262, 기지국수=230, ITS수=285, 수용 가능 인원=52400, 인구수=52145.0, 누적자본=259500604.0, 누적 만족도=74.0, 누적보상=-7786.0
에피소드=281,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-44.0, 누적 만족도=100, 누적보상=60.0
에피소드=282,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-91.0, 누적 만족도=100, 누적보상=100.0
에피소드=283,아파트수=259, 병원수=264, 기지국수=251, ITS수=266, 수용 가능 인원=51800, 인구수=51781.0, 누적자본=259796657.0, 누적 만족도=94.0, 누적보상=-5988.0
에피소드=284,아파트수=254, 병원수=261, 기지국수=262, ITS수=263, 수용 가능 인원=50700, 인구수=50462.0, 누적자본=256102433.0, 누적 만족도=100, 누적보상=11717.0
에피소드=285,아파트수=0, 병원수=3, 기지국수=0, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-79.0, 누적 만족도=60, 누적보상=-300.0
에피소드=286,아파트수=254, 병원수=264, 기지국수=250, ITS수=272, 수용 가능 인원=50700, 인구수=50443.0, 누적자본=264221295.0, 누적 만족도=99.0, 누적보상=5321.0
에피소드=287,아파트수=0, 병원수=0, 기지국수=3, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=7.0, 누적 만족도=100, 누적보상=60.0
에피소드=288,아파트수=266, 병원수=264, 기지국수=260, ITS수=250, 수용 가능 인원=53100, 인구수=52692.0, 누적자본=270627460.0, 누적 만족도=98.0, 누적보상=-1174.0
에피소드=289,아파트수=247, 병원수=292, 기지국수=266, ITS수=235, 수용 가능 인원=49300, 인구수=48971.0, 누적자본=258770103.0, 누적 만족도=100, 누적보상=-3680.0
에피소드=290,아파트수=0, 병원수=2, 기지국수=1, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-38.0, 누적 만족도=100, 누적보상=60.0
에피소드=291,아파트수=262, 병원수=249, 기지국수=286, ITS수=243, 수용 가능 인원=52400, 인구수=52140.0, 누적자본=268163809.0, 누적 만족도=100, 누적보상=12569.0
에피소드=292,아파트수=275, 병원수=253, 기지국수=254, ITS수=258, 수용 가능 인원=54800, 인구수=54665.0, 누적자본=270072720.0, 누적 만족도=85.0, 누적보상=8443.0
에피소드=293,아파트수=291, 병원수=257, 기지국수=241, ITS수=251, 수용 가능 인원=58200, 인구수=58137.0, 누적자본=290724709.0, 누적 만족도=59.0, 누적보상=-21511.0
에피소드=294,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-77.0, 누적 만족도=100, 누적보상=60.0
에피소드=295,아파트수=258, 병원수=252, 기지국수=274, ITS수=256, 수용 가능 인원=51500, 인구수=51116.0, 누적자본=249303796.0, 누적 만족도=100, 누적보상=-7217.0
에피소드=296,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-67.0, 누적 만족도=100, 누적보상=-20.0
에피소드=297,아파트수=243, 병원수=270, 기지국수=292, ITS수=235, 수용 가능 인원=48400, 인구수=48308.0, 누적자본=260047711.0, 누적 만족도=100, 누적보상=9075.0
에피소드=298,아파트수=0, 병원수=2, 기지국수=1, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-29.0, 누적 만족도=100, 누적보상=100.0
에피소드=299,아파트수=0, 병원수=3, 기지국수=0, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-79.0, 누적 만족도=60, 누적보상=-300.0
에피소드=300,아파트수=256, 병원수=264, 기지국수=261, ITS수=259, 수용 가능 인원=51100, 인구수=50851.0, 누적자본=252511327.0, 누적 만족도=100, 누적보상=11683.0
에피소드=301,아파트수=0, 병원수=2, 기지국수=1, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-84.0, 누적 만족도=100, 누적보상=60.0
에피소드=302,아파트수=262, 병원수=265, 기지국수=240, ITS수=273, 수용 가능 인원=52400, 인구수=52144.0, 누적자본=260649815.0, 누적 만족도=83.0, 누적보상=423.0
